SMILES,logBCF
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,4.06
Clc1cc2ccccc2cc1Cl,4.04
Clc1ccc2ccc(Cl)cc2c1,4.04
Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,4.03
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,4.02
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,4.02
Brc1cc(Br)c(-c2ccccc2)c(Br)c1,3.93
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,3.85
c1ccc2c(c1)Oc1ccccc1O2,3.85
Brc1cc(Br)c(Br)cc1Br,3.79
CCCCCCCCCCCCc1ccc(O)cc1,3.78
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,3.71
Clc1ccc2c(ccc3ccccc32)c1,3.63
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,3.62
c1ccc2c(c1)Cc1ccccc1O2,3.62
Clc1ccc(Cl)c2ccccc12,3.56
Clc1ccc(-c2ccccc2)c(Cl)c1,3.55
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,3.54
Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,3.36
Clc1ccc(-c2ccc(Cl)cc2)cc1,3.28
Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,3.21
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,3.17
Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.17
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,3.16
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,3.1
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,3.09
Nc1c(Cl)c(Cl)cc(Cl)c1Cl,3.03
Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,2.94
COc1c(Cl)cc(Cl)cc1Cl,2.94
O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,2.88
Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2,2.82
Oc1c(Br)cc(Br)cc1Br,2.71
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,2.71
Clc1ccc(-c2ccccc2)cc1,2.69
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,2.69
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.66
c1cc2c3c(cccc3c1)CC2,2.59
c1ccc2occc2c1,2.56
CCCCCCCCCc1ccc(O)cc1,2.45
Oc1c(Cl)cc(Cl)cc1Cl,2.43
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.4
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,2.17
O=[N+]([O-])c1ccccc1Cl,2.1
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,2.07
CCN(CC)C(=O)SCc1ccc(Cl)cc1,2.03
O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,1.89
COc1cc(Cl)cc(Cl)c1O,1.74
O=[N+]([O-])c1ccccc1O,1.6
C=Cc1cccc(C)c1,1.55
CC(C)c1ccccc1,1.55
Oc1ccc(Cl)cc1Cl,1.5
C=Cc1ccc(C)cc1,1.5
c1ccc(Nc2ccccc2)cc1,1.48
CCOC(C)=O,1.48
Cc1ccc(C)cc1,1.27
Cc1cccc(C)c1,1.27
Cc1ccccc1C,1.24
CNC(=O)Oc1cccc2ccccc12,1.22
CCc1ccccc1,1.19
Cc1ccccc1,1.12
CCOP(=O)(OCC)SCc1ccccc1,0.97
CC(C)OC(C)(C)C,0.76
Nc1ccc(Cl)cc1,0.23
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.16
CC(C)(C)OCCO,-0.22
ClC1C2(Cl)C=CC1(Cl)C(Cl)(Cl)C2(Cl)Cl,2.65
Nc1ccc(-c2ccc(N)cc2)cc1,2.13
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0.87
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,2.480006943
Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.83
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,4.68
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,4.63
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,4.57
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,4.52
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.51
Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,4.44
Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,4.33
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,4.26
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,4.24
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,4.22
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,4.21
Clc1ccc(Cl)c(-c2ccccc2Cl)c1,4.17
Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,4.17
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl,4.17
Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1,4.14
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1,4.11
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,4.08
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,4.02
Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,3.95
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,3.95
Clc1ccc(Cl)c(-c2ccccc2)c1,3.86
Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1,3.79
Cc1c(Br)c(Br)c(Br)c(Br)c1Br,3.76
Clc1cccc(-c2ccccc2)c1Cl,3.72
Clc1ccccc1NNc1ccccc1Cl,3.65
CC(C)C1CCCC2CCCCC21,3.58
Brc1ccc(-c2ccc(Br)cc2)cc1,3.57
CC(CC(C)(C)C)CC(C)(C)C,3.56
Clc1ccccc1-c1ccccc1Cl,3.53
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,3.5
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,3.49
Cc1cccc(Cc2ccccc2)c1Cc1ccccc1,3.47
Clc1cc(Cl)c(Cl)cc1Cl,3.45
Brc1cc(Br)cc(Br)c1,3.38
Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,3.35
Brc1ccc(Br)c(Br)c1,3.34
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,3.33
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.12
Clc1cc(Cl)cc(-c2ccccc2)c1,3.11
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,3.02
c1ccc2c(c1)ccc1ccccc12,3.01
Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,2.97
CCCCCc1ccc2c(c1)C(=O)c1ccccc1C2=O,2.91
Cc1cc(C)c2ccccc2c1,2.91
Cc1ccc(O)c(C(C)(C)C)c1,2.87
Clc1ccc(Cl)c(Cl)c1,2.86
CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,2.83
C=C(C)CC(C)(C)C,2.79
c1ccc2c(c1)Cc1ccccc1-2,2.78
C=COCC(CC)CCCC,2.77
Clc1cccc(Cl)c1Cl,2.74
Cc1c2ccccc2cc2ccccc12,2.72
Oc1cc(Cl)c(Cl)cc1Cl,2.72
c1ccc2c(c1)-c1cccc3cccc-2c13,2.71
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,2.63
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,2.62
C=Cc1ccccc1CC,2.57
c1cc2ccc3cccc4ccc(c1)c2c34,2.56
Cc1cc(C)cc(C)c1,2.55
c1ccc2cc3c(ccc4ccccc43)cc2c1,2.54
c1ccc(Oc2ccccc2)cc1,2.51
c1ccc2ccccc2c1,2.5
Cc1ccc2ccccc2c1,2.41
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,2.39
CC(C)=CC=C(C)C,2.31
C1=CC2C3C=CC(C3)C2C1,2.27
CC(C)CCOCCC(C)C,2.24
Clc1ccccc1Cl,2.24
c1ccc(Nc2ccc3ccccc3c2)cc1,2.23
Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,2.22
C=CC1CC=CCC1,2.2
C1=Cc2cccc3cccc1c23,2.11
O=C1c2ccccc2-c2cccc3cccc1c23,2.11
c1ccc2c(c1)[nH]c1ccccc12,2.07
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,1.98
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,1.97
CCCCCCCCc1ccc(O)cc1,1.87
CCN(CC)c1ccccc1,1.85
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,1.82
FC(Cl)(Cl)C(F)(Cl)Cl,1.78
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1.71
Cc1ccc(Cl)cc1,1.68
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,1.6
Oc1ccc(Cl)cc1,1.5
CC(C)c1ccccc1OP(=O)(Oc1ccccc1C(C)C)Oc1ccccc1C(C)C,1.5
CCCCCC[Si](O)(CCCCCC)CCCCCC,1.48
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.42
Nc1ccccc1-c1ccccc1,1.42
COc1ccc(C)cc1N,1.4
Nc1ccccc1Cl,1.36
Nc1ccc(Cl)cc1Cl,1.33
Oc1ccc(Cc2ccccc2)cc1,1.32
O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,1.31
Nc1cccc2ccccc12,1.26
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.26
CC(=O)OCCN(CCOC(C)=O)c1ccc(N=Nc2nc3ccc(Cl)cc3s2)c(NC(=O)c2ccccc2)c1,1.22
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1.19
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1.19
Nc1cc(Cl)ccc1Cl,1.19
Nc1ccccn1,1.18
CCCCOP(=O)(OCCCC)OCCCC,1.13
O=[N+]([O-])c1ccc(Cl)cc1,1.11
C=CC(=C)C,1.11
COc1ccc([N+](=O)[O-])cc1,1.09
O=C1c2ccccc2C(=O)C1c1nc2ccccc2c(Br)c1O,1.08
Oc1cccc(Cl)c1,1.06
CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,1.06
Oc1cc(Cl)ccc1Cl,1.02
Cc1cc(Cl)ccc1O,1.01
ClC=C(Cl)Cl,1
Nc1ccc(Cl)cc1[N+](=O)[O-],1
Cc1cc(Cl)ccc1N,1
Nc1ccc(Cc2ccc(N)cc2)cc1,0.96
ClCC(Cl)CCl,0.96
Nc1ccc(Cl)c(Cl)c1,0.94
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.93
ClC(Cl)C(Cl)Cl,0.93
Cc1cc(O)ccc1Cl,0.92
CCc1ccccc1[N+](=O)[O-],0.92
COC(=O)c1ccccc1C(=O)c1ccccc1,0.91
Cc1cccc([N+](=O)[O-])c1,0.88
CN(C)c1ccccc1,0.87
c1ccsc1,0.86
CC(CCl)OC(C)CCl,0.85
CC(Cl)(Cl)C(=O)O,0.85
N#CCCN(CCOC(=O)c1ccccc1)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.83
COc1ccc(N)c([N+](=O)[O-])c1,0.82
Cc1ccc([N+](=O)[O-])cc1,0.8
Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,0.79
COc1cccc([N+](=O)[O-])c1,0.76
c1ccc2scnc2c1,0.76
Cc1ccc([N+](=O)[O-])cc1O,0.75
Cc1cc(C)c(O)c(C)c1,0.73
CCC(=O)Nc1cc(N(CCOC(C)=O)CCOC(C)=O)ccc1N=Nc1ccc([N+](=O)[O-])cc1Cl,0.73
O=C(O)c1ccc2cc(C(=O)O)ccc2c1,0.72
Nc1cccc2cccc(N)c12,0.71
ClCC(Cl)Cl,0.67
CNc1cccc(C)c1,0.65
CN(C)Cc1ccccc1,0.63
CCC(C)=NO,0.62
O=[N+]([O-])c1ccc(O)cc1,0.6
COc1ccccc1[N+](=O)[O-],0.6
ClC(Cl)(Cl)C(Cl)(Cl)Cl,0.59
Cc1ccc(Cl)c(O)c1,0.53
Nc1ccccc1[N+](=O)[O-],0.52
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,0.51
Nc1ccc([N+](=O)[O-])cc1,0.5
S=c1[nH]c2ccccc2[nH]1,0.42
Cc1ccc(N)cc1C,0.42
Nc1cccc(N)c1,0.38
CNC(=O)Oc1ccccc1C(C)C,0.37
Nc1cccc([N+](=O)[O-])c1,0.34
OC(C(F)(F)F)C(F)(F)F,0.3
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,0.27
Cc1ccccc1S(N)(=O)=O,0.26
N#Cc1ccc(C#N)cc1,0.24
CCCCCCCCCCCCCCCCC=CC(CC(=O)O)C(=O)O,0.22
CC(C)(C)c1ccc(C(=O)O)cc1,0.21
CC1=CC(=O)CC(C)(C)C1,0.14
O=[N+]([O-])c1ccc2nc[nH]c2c1,0.11
c1ccoc1,0.05
N#Cc1ccccc1C#N,0
c1ccc2ncccc2c1,0
COC(=O)Nc1nc2ccccc2[nH]1,-0.1
CN(C)C=O,-0.13
O=C(O)C(Cl)(Cl)Cl,-0.15
CCOP(=O)(OCC)OCC,-0.21
CNC(=O)CSP(=S)(OC)OC,-0.26
CC(=O)N(C)c1ccccc1,-0.3
Cc1cc(=O)nc(C(C)C)[nH]1,-0.38
CC(C)(CO)CO,-0.42
CC1OC(C)OC(C)O1,-0.52
COP(=O)(OC)OC,-0.52
CC(C)C(O)C(C)(C)CO,-1
ClC1=C(Cl)C2(Cl)C=CC1(Cl)C2(Cl)Cl,3.806179974
COc1cc(Cl)c(Cl)c(Cl)c1OC,3.5
CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,2.86332286
CCCCCCCCn1sccc1=O,2.217483944
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,1.991226076
CCc1cccc(CC)c1N(COC)C(=O)CCl,1.120573931
Cc1ccccc1O,1.03
Cc1cc(O)ccc1[N+](=O)[O-],1.16
CC1=CC2CC1C(C(=O)O)C2C(=O)O,0.74
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.43
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.28
CC(C)(C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,4.365955723
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,4.320146286
CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1,3.958085849
CC(C)c1cc(C(C)C)c2cccc(C(C)C)c2c1,3.938519725
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,3.908485019
CCc1ccc(-c2ccc(CC)cc2)cc1,3.832508913
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,3.821513528
CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O,3.77633791
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,3.447158031
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.271027994
c1ccc2cc3ccccc3cc2c1,3.256837966
C1CCC2CCCCC2C1,3.206690981
CC(C)c1ccc2ccccc2c1C(C)C,3.161368002
Clc1ccc(Cl)c(Cl)c1Cl,3.041195234
Oc1c(C2CCCCC2)cccc1C1CCCCC1,3.018908444
CC(C)(C)c1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,2.937016107
C=Cc1ccccc1C=C,2.501059262
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.130333768
CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCO,1.31029982
O=S(=O)(O)c1c(Cc2ccc3ccccc3c2S(=O)(=O)O)ccc2ccccc12,-0.044595133
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.4
CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,4.26
C1=CC(c2ccc(C3CC=CCC3)cc2)CCC1,4.26
CCC(C)c1cc(C(C)(C)C)cc(-n2nc3ccccc3n2)c1O,4
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,3.93
CC(C)C1CCC2CCCCC2C1,3.89
CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,3.83
BrC1CCC(Br)C(Br)CCC1Br,3.74
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,3.73
CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,3.73
CC(C)(C)c1cc(N=Nc2ccccc2[N+](=O)[O-])c(O)c(C(C)(C)C)c1,3.72
C=CCC=CCC=CCC=CC,3.61
CCC1CCCCC1,3.54
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.54
C=C(CC(C)(C)c1ccccc1)c1ccccc1,3.52
Cc1cc2c(cc1Nc1ccccc1)C1(OC(=O)c3ccccc31)c1ccc(N(C)C3CCCCC3)cc1O2,3.45
C1C2CC3CC1CC(C2)C3,3.37
Cc1cccc(C(C)c2ccccc2)c1C,3.36
CCCC(C)CC(C)C,3.35
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.3
CCC(C)(C)c1ccccc1,3.23
Cc1cccc(Oc2ccccc2)c1,3.21
CCc1ccc(-c2ccccc2)cc1,3.2
CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,3.15
c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,3.15
CN(C)c1ccc(C2(c3ccc(N(C)C)cc3)OC(=O)c3cc(N(C)C)ccc32)cc1,3.11
CC1=CC(C)(C)Nc2ccccc21,3.11
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.06
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.05
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.04
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,2.99
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.98
CCCCOc1ccccc1OCCCC,2.97
Cc1ccc(C)c(C(C)c2ccccc2)c1,2.97
CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,2.96
CCCCCCCCCCCCCCCCCCNC(=O)C(O)C(O)C(O)C(O)CO,2.95
Cc1ccc(Cl)cc1Cl,2.93
CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,2.89
CCCCCCCCCCCCCCCC[N+](C)(C)C,2.87
ClCCCCCCCCCl,2.84
CCCCCCCCCCCCc1cccc(O)c1,2.81
CC(C)CC(C)(C)C,2.76
Cc1c(Cl)cccc1Cl,2.75
Cc1ccc(O)c(-n2nc3ccccc3n2)c1,2.69
Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,2.67
CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,2.65
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,2.65
Clc1cccc2ccccc12,2.65
CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,2.56
FC(F)(F)c1cccc(C(F)(F)F)c1,2.55
c1ccc(-c2cc3ccccc3[nH]2)cc1,2.54
CC(c1ccccc1)c1ccc(O)c(C(C)c2ccccc2)c1C(C)c1ccccc1,2.51
c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,2.5
CCCCCOP(=O)(OCCCCC)OCCCCC,2.48
C1=CCC2CC=CC2C1,2.45
Cc1cc(C)c(O)c(C(C)(C)C)c1,2.42
CC(C)(C)CC(C)(C)c1cc(O)c(C(C)(C)CC(C)(C)C)cc1O,2.42
Cc1ccc(N=C=O)cc1N=C=O,2.32
Oc1cc(Cl)c(Br)cc1Cl,2.31
CCCCCCCCCCCC(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.3
CCCCCCCCCc1cccc(O)c1CCCCCCCCC,2.28
CC(C)(c1ccccc1)c1ccc(O)cc1,2.27
C#CCOCOc1ccc(Cl)cc1,2.27
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,2.26
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,2.23
C=C(Br)c1ccccc1,2.2
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,2.18
BrC=Cc1ccccc1,2.16
Cc1cccc(C(C)(C)C)c1O,2.06
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,1.97
Cc1ccc(C(C)(C)C)c(O)c1,1.97
CC(C)(C)c1ccccc1O,1.93
CCCCCCCCCCCCSCCC(=O)OCC(COC(=O)CCSCCCCCCCCCCCC)(COC(=O)CCSCCCCCCCCCCCC)COC(=O)CCSCCCCCCCCCCCC,1.92
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,1.89
ClCCc1ccccc1,1.87
Clc1ccc(Cl)cc1,1.86
CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,1.83
COc1ccc(Nc2ccc(OC)cc2)cc1,1.82
O=[N+]([O-])c1ccc(Cl)cc1Cl,1.81
COC(=O)c1ccc2cc(C(=O)OC)ccc2c1,1.8
CC1CC(CC2CCC(N)C(C)C2)CCC1N,1.78
CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1,1.76
O=[N+]([O-])c1cc(Cl)ccc1Cl,1.76
FC(F)(Br)C(F)(F)Br,1.72
c1ccc(CCCc2ccncc2)cc1,1.7
Cc1ccc([N+](=O)[O-])cc1Cl,1.69
ClCc1ccc(-c2ccc(CCl)cc2)cc1,1.68
CC(CCC(COS(=O)(=O)O)C(C)CC(C)(C)C)CC(C)(C)C,1.66
O=P(O)(O)OP(=O)(O)OP(=O)(O)O,1.63
Nc1ccc(N=Nc2ccccc2)cc1,1.63
Nc1ccc(N)cc1,1.62
CC(C)(c1ccc(OCCO)cc1)c1ccc(OCCO)cc1,1.62
Oc1ccc(Br)cc1Br,1.6
Nc1ccc(O)cc1,1.59
Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,1.59
C1=CCCCC1,1.58
CCSSCC,1.53
CCCCCCCCCCCCCCCCCCNC(=O)N1CC1,1.53
FC(F)(Cl)C(F)(F)Cl,1.53
Oc1ccc(-c2ccc(O)cc2)cc1,1.53
CC(C)c1cccc(C(C)C)c1O,1.46
Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)cc(C)c1OCC1CO1,1.43
FC(Cl)(Cl)Cl,1.41
c1ccc(SSc2ccccc2)cc1,1.41
O=C(O)CN(CC(=O)O)CC(=O)O,1.38
CC(C)(C)c1cc(C(=O)O)c(O)c(C(C)(C)C)c1,1.36
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.34
O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2-c2nc3cccc4cccc(c43)n21,1.32
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,1.3
CCC(C)c1ccccc1O,1.28
Cc1ccc(C(C)C)c(O)c1,1.28
COc1ccc(O)c(C(C)(C)C)c1,1.26
C=C(C)c1ccc(O)cc1,1.26
CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC,1.23
CN(C)CCN,1.2
NC(=O)N=NC(N)=O,1.2
CC(C)(C)N,1.2
CCCCCCCCCCCCc1c(Oc2ccccc2S(=O)(=O)O)cccc1S(=O)(=O)O,1.15
FC(F)(F)C(Cl)Cl,1.15
CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,1.15
Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],1.08
CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC,1.08
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,0.96
O=C1NC(=O)c2ccccc21,0.93
CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.92
CCCCCCCCCCCCc1ccc(Oc2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1,0.92
CC(C)c1ccc(N)cc1,0.92
CC(CCO)CC(C)(C)C,0.91
CC1(O)CCC2CC1C2(C)C,0.9
Oc1ccc(Cc2ccc(O)cc2)cc1,0.89
CSc1ccc(O)cc1,0.86
ClCCCBr,0.85
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc([C+](c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)c2ccccc2S(=O)(=O)O)cc1,0.78
CCOC(N)=O,0.78
O=C1C=Cc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2C1=NNc1ccc(S(=O)(=O)O)c2ccccc12,0.75
CCCCN(CCO)CCCC,0.7
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0.7
CCC1CCC(CCC(=O)O)C1,0.64
Cc1ccc(N)c(C)c1,0.63
Oc1cccc2cccnc12,0.62
NNC(N)=S,0.62
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0.62
C=Cc1ccc(S(=O)(=O)O)cc1,0.61
Cc1cc(S(=O)(=O)O)c(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1Cl,0.6
CCCc1cc(=O)[nH]c(=S)[nH]1,0.6
C=C(C)C(=O)OCCC[Si](OC)(OC)OC,0.54
CC1(C)CC(N)CC(C)(CN)C1,0.53
CC(CCl)OP(=O)(OCCOCCOP(=O)(OC(C)CCl)OC(C)CCl)OC(C)CCl,0.53
CCCCNS(=O)(=O)c1ccccc1,0.52
NCC1CCC(C(=O)O)CC1,0.51
Cc1cccnc1,0.48
OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.48
c1ccc2n[nH]nc2c1,0.48
